Age,Income,Family,CCAvg,Mortgage,Online,CreditCard,Education,Loan
29,39,4,2.1,0,YES,0,Professional,0
30,51,1,1,0,YES,0,Undergrad,0
44,79,4,2,0,YES,1,Professional,0
33,48,4,2.2,0,YES,0,Grad,0
50,85,1,0,144,NO,0,Undergrad,0
42,41,1,1.8,94,YES,0,Undergrad,0
48,152,1,3.5,0,YES,0,Professional,1
24,125,2,7.2,0,NO,1,Undergrad,0
56,11,2,0.2,90,NO,0,Professional,0
28,103,2,2.5,0,YES,1,Undergrad,0
56,141,2,0.5,0,YES,0,Undergrad,0
58,38,1,1.4,0,YES,1,Undergrad,0
29,135,2,0.6,0,NO,0,Undergrad,0
63,28,2,0.5,89,YES,0,Grad,0
28,70,4,2.2,240,NO,1,Undergrad,0
57,41,1,0.2,0,YES,1,Undergrad,0
34,81,3,0.9,208,YES,0,Grad,0
28,170,1,0.1,0,NO,0,Professional,1
27,55,4,1.7,0,YES,0,Grad,0
37,24,4,1.5,0,NO,0,Professional,0
52,81,3,1.8,275,NO,0,Grad,0
49,32,4,1.8,83,NO,0,Undergrad,0
65,129,1,1.3,0,YES,1,Undergrad,0
60,108,1,0.9,0,NO,0,Undergrad,0
37,180,1,8.6,0,YES,1,Undergrad,0
63,139,2,6.9,0,NO,0,Undergrad,0
40,33,2,1.4,0,YES,1,Professional,0
46,74,4,2.6,0,YES,0,Professional,0
63,42,2,0.7,115,YES,0,Professional,0
57,73,1,3,0,NO,0,Professional,0
33,115,4,2.9,0,YES,0,Grad,1
41,114,2,1.8,0,YES,0,Grad,0
41,92,2,1.9,131,YES,0,Undergrad,0
44,34,1,0.3,78,YES,0,Professional,0
33,54,2,1.67,122,YES,0,Grad,0
52,64,2,1,211,YES,0,Professional,0
30,42,1,0.2,100,NO,1,Professional,0
45,70,3,2.1,0,YES,0,Undergrad,0
49,51,1,1.3,0,NO,0,Grad,0
45,71,4,2.9,218,YES,1,Undergrad,0
32,35,3,1.3,108,NO,1,Undergrad,0
45,40,3,1,0,YES,0,Grad,0
57,165,4,2.7,0,YES,0,Professional,1
61,18,1,1.5,0,YES,1,Professional,0
57,32,3,1.4,0,YES,1,Undergrad,0
60,35,3,0.2,169,YES,0,Undergrad,0
40,120,2,6.1,196,YES,0,Undergrad,0
53,31,4,0.1,0,YES,0,Professional,0
42,35,3,1.5,0,NO,0,Undergrad,0
62,32,2,0.2,0,YES,1,Professional,0
43,85,1,3.7,327,YES,0,Professional,0
35,139,2,7.8,0,NO,0,Undergrad,0
50,103,1,0.3,0,YES,0,Undergrad,0
45,152,2,1.4,0,YES,0,Undergrad,0
52,33,2,2,0,YES,0,Grad,0
35,84,4,2.2,322,NO,0,Grad,0
58,61,4,1.7,0,NO,0,Undergrad,0
62,64,4,2.2,123,YES,1,Undergrad,0
50,34,1,1.3,0,YES,0,Grad,0
25,82,4,2.1,0,YES,0,Professional,0
47,122,1,5.1,163,NO,0,Professional,1
28,58,3,1.5,131,NO,0,Undergrad,0
34,92,1,2.8,0,YES,0,Undergrad,0
49,78,2,2.4,205,NO,1,Grad,0
54,129,4,4.2,0,NO,0,Professional,1
50,13,2,0.7,0,NO,0,Professional,0
37,81,1,2.8,145,NO,0,Professional,0
38,23,1,0.67,0,NO,0,Professional,0
52,35,3,0.9,0,NO,0,Professional,0
63,79,4,1.7,0,YES,1,Grad,0
39,165,2,3.3,0,YES,0,Undergrad,0
63,52,2,2.8,0,YES,0,Undergrad,0
65,185,3,2,0,NO,0,Grad,1
46,49,3,2.2,0,NO,0,Grad,0
54,64,1,1.8,227,NO,1,Professional,0
54,61,4,2,0,YES,0,Professional,0
52,112,1,2.4,0,YES,1,Undergrad,0
63,72,3,2,190,YES,0,Professional,0
66,18,3,0.5,0,NO,0,Undergrad,0
56,41,4,2.5,0,NO,0,Grad,0
23,61,4,2.6,239,YES,0,Undergrad,0
65,105,1,3,282,YES,0,Grad,1
51,23,1,0.2,0,YES,0,Undergrad,0
34,22,1,0.5,85,NO,0,Professional,0
49,59,3,2.1,0,NO,0,Undergrad,0
29,33,1,2,160,NO,0,Grad,0
47,11,1,0.9,103,NO,1,Professional,0
46,204,2,2.8,0,YES,0,Undergrad,0
52,61,4,1.8,207,NO,0,Professional,0
55,103,3,1.8,364,NO,0,Grad,0
61,51,3,1.5,0,NO,1,Undergrad,0
34,164,1,6,0,YES,0,Professional,1
58,12,1,0.1,0,NO,1,Grad,0
40,82,1,3.6,0,NO,0,Grad,0
43,164,1,2.4,449,YES,0,Undergrad,0
35,48,2,1.67,0,YES,0,Grad,0
24,38,4,0.6,0,YES,0,Grad,0
48,65,2,1.5,0,YES,0,Grad,0
44,71,4,1.9,207,YES,0,Undergrad,0
54,18,1,0.3,0,YES,0,Undergrad,0
59,52,2,1.6,75,YES,0,Professional,0
45,48,3,2.5,113,YES,1,Grad,0
26,30,1,1,111,NO,0,Professional,0
40,40,2,2.2,107,YES,0,Professional,0
32,112,1,3.8,81,YES,0,Undergrad,0
29,115,1,1.9,0,NO,0,Undergrad,0
51,63,2,1,82,YES,0,Professional,0
42,85,1,3.7,0,YES,0,Professional,0
64,59,1,2.5,220,NO,0,Professional,0
44,68,1,0.8,91,NO,0,Professional,0
37,84,2,1.8,0,YES,1,Undergrad,0
44,62,3,0.8,0,NO,1,Professional,0
35,109,3,4,0,NO,0,Undergrad,1
41,141,2,7.6,92,NO,0,Undergrad,0
56,129,1,7.4,0,NO,0,Undergrad,0
62,30,3,0.7,0,YES,0,Grad,0
58,148,1,4.7,0,YES,0,Undergrad,0
47,25,3,0.67,0,YES,1,Grad,0
35,21,3,1.3,115,NO,0,Undergrad,0
29,72,4,2.2,0,YES,0,Undergrad,0
43,59,3,0.9,87,YES,1,Professional,0
62,83,3,1.8,187,NO,0,Grad,0
41,10,2,0.3,0,YES,0,Grad,0
34,84,3,0.6,0,YES,0,Grad,0
50,98,3,2,0,NO,0,Grad,0
47,32,1,1,0,YES,1,Undergrad,0
29,31,4,0.4,161,YES,1,Grad,0
59,94,3,0.5,0,NO,1,Undergrad,0
56,21,2,0.2,137,YES,1,Professional,0
61,110,3,4.4,0,YES,0,Undergrad,0
58,38,1,2.2,0,NO,0,Professional,0
49,39,1,1.4,0,YES,0,Professional,0
45,132,3,1.2,0,YES,1,Grad,1
50,61,4,2.6,0,YES,0,Undergrad,0
64,92,1,2,0,YES,0,Undergrad,0
39,119,2,6.1,0,NO,0,Undergrad,0
58,53,4,2.1,0,YES,0,Undergrad,0
62,18,3,1.3,0,YES,0,Grad,0
45,114,2,4.4,0,NO,0,Grad,1
58,90,1,3,0,NO,1,Professional,0
43,140,1,7,205,YES,0,Undergrad,0
28,90,2,3.3,0,YES,1,Undergrad,0
26,85,1,1.9,0,YES,0,Undergrad,0
49,80,1,1.2,0,YES,0,Undergrad,0
66,53,2,1.1,0,YES,1,Undergrad,0
33,49,4,2.2,0,YES,0,Grad,0
61,152,3,3.3,0,YES,0,Professional,1
64,138,2,2.8,0,YES,0,Grad,1
36,80,4,2.2,0,YES,0,Grad,0
49,82,2,2.4,0,NO,0,Grad,0
52,195,1,8.1,0,NO,0,Undergrad,0
61,22,1,1.2,0,YES,0,Professional,0
32,81,1,2.5,0,YES,0,Undergrad,0
61,40,4,2.2,0,YES,1,Undergrad,0
45,154,2,2.8,0,YES,0,Undergrad,0
30,49,3,1.1,0,NO,1,Grad,0
62,85,4,3.4,0,YES,0,Grad,0
57,21,3,0.1,0,YES,0,Grad,0
41,14,1,1,0,NO,0,Undergrad,0
58,60,4,1.6,0,NO,1,Grad,0
29,138,2,4.33,0,YES,0,Undergrad,0
53,98,1,1.3,355,YES,0,Professional,0
64,22,4,0.6,0,NO,0,Grad,0
49,49,1,1.2,0,YES,1,Grad,0
38,102,2,1.9,0,YES,1,Undergrad,0
56,45,4,0.7,0,NO,1,Grad,0
56,82,4,1.3,0,YES,0,Professional,0
52,81,3,1.8,0,NO,0,Grad,0
64,35,1,1.5,0,NO,0,Grad,0
53,59,2,1.9,0,YES,0,Grad,0
29,52,3,1.1,0,YES,0,Grad,0
48,84,3,0.7,166,YES,0,Undergrad,0
32,85,1,2.7,100,YES,0,Grad,0
54,65,1,0.2,0,NO,1,Undergrad,0
37,89,2,1.7,314,NO,1,Grad,0
47,109,4,1.8,0,NO,0,Undergrad,1
37,81,1,2.8,0,NO,0,Undergrad,0
64,38,1,1.1,108,NO,0,Professional,0
43,72,2,1.7,0,YES,0,Undergrad,0
33,78,4,2,119,YES,0,Grad,0
26,172,2,6.9,0,YES,0,Grad,1
42,71,3,2.33,106,YES,0,Undergrad,0
54,165,1,4.1,0,YES,1,Professional,1
41,120,2,3.9,0,YES,1,Undergrad,0
55,39,1,0.2,0,NO,1,Undergrad,0
65,23,3,0.7,0,NO,1,Grad,0
50,135,2,4.6,91,YES,0,Professional,1
55,12,2,0.2,76,YES,1,Undergrad,0
62,92,2,0.7,0,YES,0,Grad,0
53,192,2,6.4,0,NO,0,Professional,1
32,42,4,0.8,0,YES,1,Undergrad,0
56,158,3,3.7,0,YES,0,Professional,1
54,194,3,6,587,YES,1,Professional,1
44,160,2,7.6,0,NO,0,Undergrad,0
48,98,2,6.3,0,NO,0,Undergrad,0
46,164,2,7.6,0,YES,1,Undergrad,0
45,42,2,2.5,0,YES,0,Undergrad,0
45,202,3,10,0,NO,0,Professional,1
58,10,4,0.7,0,NO,0,Undergrad,0
29,31,4,0.3,0,YES,0,Grad,0
55,58,4,0.9,0,YES,1,Undergrad,0
55,65,4,2.8,0,YES,0,Grad,0
41,98,1,4,0,NO,1,Professional,0
24,150,2,2,0,YES,0,Undergrad,0
54,44,2,2.3,0,YES,0,Professional,0
57,15,2,0.2,0,NO,1,Professional,0
30,82,2,2.5,0,NO,0,Undergrad,0
42,61,3,0.5,0,YES,0,Professional,0
29,38,1,2,0,NO,0,Grad,0
29,39,4,2.1,0,YES,0,Professional,0
31,173,1,6,0,YES,0,Undergrad,0
47,8,4,0.2,0,YES,0,Undergrad,0
36,51,3,2,214,YES,0,Undergrad,0
52,62,4,1.8,82,NO,0,Professional,0
54,34,4,0.7,0,YES,0,Grad,0
55,132,3,5.9,307,NO,0,Grad,1
53,44,4,1.5,0,NO,0,Professional,0
52,162,1,8.1,0,YES,0,Undergrad,0
64,64,3,2.2,0,YES,0,Undergrad,0
54,111,1,0.1,0,NO,1,Professional,0
32,41,2,2,0,NO,0,Professional,0
63,52,4,1.67,0,NO,0,Professional,0
36,65,4,2.2,0,NO,0,Grad,0
50,130,1,1.1,0,YES,0,Grad,1
33,45,2,0.1,0,NO,1,Undergrad,0
62,35,1,1.9,118,NO,0,Grad,0
49,65,3,0.7,263,YES,1,Grad,0
41,38,2,0.7,91,YES,0,Undergrad,0
51,42,4,1.1,0,YES,1,Grad,0
56,45,4,1.5,0,NO,0,Professional,0
51,145,1,0.3,0,YES,0,Undergrad,0
39,33,4,1.5,0,NO,0,Professional,0
61,60,3,1.4,0,NO,0,Professional,0
35,45,1,2,0,YES,1,Undergrad,0
39,72,4,2.4,0,YES,0,Undergrad,0
37,34,3,0.2,0,NO,0,Grad,0
48,23,3,0.67,0,YES,0,Grad,0
63,45,2,1,88,YES,1,Professional,0
35,28,4,1,75,YES,0,Undergrad,0
55,81,4,3.8,0,YES,0,Grad,0
29,72,3,0.7,81,NO,0,Grad,0
61,49,4,1.67,0,YES,0,Professional,0
36,31,4,1.2,0,NO,0,Grad,0
61,63,3,2.2,0,NO,0,Professional,0
36,150,4,5.4,0,YES,0,Undergrad,1
58,142,2,3.9,193,YES,1,Undergrad,0
42,74,3,3,0,NO,1,Undergrad,0
30,24,1,0.4,81,YES,0,Grad,0
45,29,4,1.9,0,NO,0,Professional,0
39,79,4,2.4,0,NO,0,Undergrad,0
27,94,2,0.2,310,NO,1,Undergrad,0
57,121,1,4.3,0,NO,0,Undergrad,0
34,54,3,2,0,NO,0,Undergrad,0
64,73,3,2.4,0,YES,0,Undergrad,0
47,71,1,0.8,127,YES,0,Professional,0
44,29,3,1,0,YES,1,Grad,0
51,93,1,2.7,0,YES,0,Undergrad,0
40,73,1,1.5,252,YES,0,Professional,0
57,19,4,0.9,0,YES,0,Grad,0
33,58,2,0.1,0,YES,1,Undergrad,0
46,39,1,0.2,0,NO,0,Undergrad,0
41,23,2,1.4,0,YES,0,Grad,0
33,29,1,0.6,127,NO,1,Professional,0
27,155,1,0.8,0,NO,0,Undergrad,0
52,90,1,2.6,0,YES,0,Grad,0
59,113,2,2,77,YES,0,Undergrad,0
62,42,1,1.8,0,NO,0,Professional,0
49,30,4,0.2,0,YES,1,Undergrad,0
45,19,3,0.5,0,YES,0,Grad,0
63,124,3,5,170,NO,0,Grad,1
57,30,2,0.7,145,NO,0,Grad,0
60,28,1,1.5,124,YES,0,Professional,0
50,15,2,1,101,NO,0,Grad,0
54,70,1,1.6,265,NO,0,Professional,0
28,10,1,0.1,0,YES,0,Grad,0
60,22,3,0.3,139,YES,1,Professional,0
44,70,4,1.9,0,YES,0,Undergrad,0
61,61,1,1.6,0,NO,0,Undergrad,0
40,161,2,3.3,0,NO,1,Undergrad,0
54,29,2,0.8,0,NO,1,Undergrad,0
43,35,3,0.5,0,YES,0,Undergrad,0
54,48,4,2.8,0,YES,0,Grad,0
32,44,4,0.8,0,YES,0,Undergrad,0
24,88,3,0.8,134,NO,0,Undergrad,0
30,40,4,2.1,0,YES,1,Professional,0
61,21,4,0.4,123,NO,0,Grad,0
40,58,2,2.8,0,YES,0,Undergrad,0
35,59,4,0.1,0,NO,0,Grad,0
33,74,4,4,0,NO,0,Professional,0
63,84,4,1.9,0,YES,0,Grad,0
57,58,1,0.2,177,YES,0,Undergrad,0
44,154,2,8.8,0,YES,0,Undergrad,0
51,185,1,1.7,0,NO,0,Undergrad,0
51,78,1,1.2,305,YES,0,Undergrad,0
38,55,2,1.1,0,YES,0,Grad,0
31,30,4,0.3,0,YES,0,Grad,0
54,74,3,2,0,NO,0,Grad,0
41,118,2,3.3,0,YES,0,Undergrad,0
57,182,2,3.3,372,NO,0,Professional,1
24,82,2,1.6,0,YES,1,Professional,0
55,29,4,1.5,79,YES,0,Professional,0
32,120,4,5.4,301,YES,1,Undergrad,1
38,53,2,2.4,0,YES,0,Grad,0
58,43,3,1.4,0,NO,1,Undergrad,0
29,59,4,2.2,232,YES,1,Undergrad,0
43,84,4,2.6,289,YES,1,Professional,0
50,161,3,3.4,212,YES,0,Undergrad,1
62,21,4,0.4,137,YES,1,Grad,0
57,63,4,0.7,0,YES,0,Undergrad,0
30,172,3,3.4,0,NO,1,Grad,1
30,51,4,0.2,172,NO,1,Undergrad,0
57,24,4,0.7,0,YES,0,Undergrad,0
57,95,2,1.6,0,NO,0,Undergrad,0
43,59,1,2.4,250,YES,0,Undergrad,0
28,51,4,1.8,0,NO,0,Grad,0
46,28,1,1,84,YES,1,Undergrad,0
29,154,2,2,130,NO,0,Undergrad,0
64,15,2,0.3,115,YES,1,Professional,0
66,55,4,1.67,0,NO,1,Professional,0
23,149,1,6.33,305,NO,1,Undergrad,0
60,79,1,1.8,0,NO,1,Professional,0
47,68,4,2.6,0,NO,0,Professional,0
35,78,1,2.6,0,YES,0,Grad,0
57,34,2,2,0,NO,0,Grad,0
65,195,3,0.4,0,NO,1,Undergrad,1
53,184,1,8.1,303,YES,0,Undergrad,0
44,85,2,3.2,0,YES,0,Undergrad,0
45,200,2,8.8,0,YES,1,Undergrad,0
41,64,3,0.5,0,NO,0,Professional,0
51,88,1,2.6,0,NO,1,Grad,0
27,42,3,2.4,0,NO,0,Grad,0
31,91,3,1.6,126,YES,1,Undergrad,0
32,38,1,0.3,0,YES,0,Undergrad,0
55,28,1,1.5,0,NO,0,Grad,0
55,32,4,0.1,0,NO,0,Professional,0
42,31,1,0.3,0,NO,1,Professional,0
33,22,4,0.4,103,YES,0,Grad,0
65,95,3,3.7,138,NO,1,Grad,1
35,74,4,1.3,0,YES,0,Undergrad,0
55,22,1,1.5,91,NO,1,Grad,0
28,43,3,0.1,0,YES,0,Grad,0
27,43,1,1,0,YES,0,Professional,0
51,112,3,1.8,0,YES,1,Grad,0
50,9,2,1,0,YES,0,Grad,0
58,81,2,0,0,YES,0,Professional,0
46,131,1,5.7,256,NO,1,Undergrad,0
62,19,1,1.5,0,NO,0,Professional,0
38,62,3,0.7,0,YES,0,Grad,0
62,19,4,0.4,124,NO,0,Grad,0
56,8,2,0.3,0,YES,1,Undergrad,0
61,193,1,4.7,203,YES,0,Professional,1
38,129,4,4.4,140,NO,0,Undergrad,1
55,30,4,0.7,0,NO,1,Grad,0
30,80,4,1.8,0,NO,0,Grad,0
41,22,4,1.5,0,NO,1,Professional,0
57,33,1,1.5,0,YES,0,Grad,0
36,64,4,2.1,0,NO,0,Professional,0
55,60,3,2.2,84,YES,0,Professional,0
30,81,1,2.9,259,YES,1,Professional,0
40,45,3,0.6,204,YES,0,Grad,0
32,112,4,1.8,0,YES,0,Grad,0
59,83,2,3.4,0,YES,0,Professional,1
44,180,2,7.6,524,NO,1,Undergrad,0
51,28,4,0.2,0,YES,0,Grad,0
37,169,2,5.2,249,YES,0,Professional,1
59,14,4,0.7,0,YES,0,Undergrad,0
37,43,1,2,0,YES,0,Undergrad,0
56,88,2,0.3,0,YES,0,Undergrad,0
55,78,4,2.6,0,NO,1,Professional,0
49,68,1,0.2,163,NO,0,Grad,0
46,144,2,3.3,0,YES,1,Undergrad,0
35,30,4,1,163,YES,0,Undergrad,0
47,120,1,0,135,NO,0,Undergrad,0
39,24,2,0.3,0,NO,0,Grad,0
27,78,4,2.3,157,YES,0,Professional,0
62,135,2,5.2,0,YES,0,Grad,1
57,44,2,1.6,0,NO,0,Professional,0
55,73,4,3.8,0,YES,0,Grad,0
55,90,1,2.7,0,YES,1,Grad,0
41,58,3,0.5,0,YES,0,Professional,0
57,75,2,3.7,236,YES,0,Undergrad,0
43,174,3,1.7,231,YES,1,Professional,1
40,50,2,1.7,174,NO,0,Undergrad,0
43,85,1,4,287,YES,0,Professional,0
63,54,3,2.2,0,YES,0,Undergrad,0
63,83,2,3.4,0,NO,0,Undergrad,1
54,24,4,0.2,0,NO,0,Undergrad,0
54,45,4,1.1,205,YES,0,Grad,0
52,68,1,0.8,0,YES,1,Professional,0
50,48,4,0.1,0,NO,1,Professional,0
38,114,1,1,0,YES,1,Professional,0
36,142,3,2.3,0,YES,1,Grad,1
58,52,3,0.5,0,NO,1,Grad,0
46,142,2,3.3,0,NO,0,Undergrad,0
50,15,1,0.4,0,NO,0,Professional,0
46,118,1,4.7,159,NO,1,Undergrad,0
53,101,4,4.9,0,YES,0,Undergrad,0
62,84,2,2.8,0,YES,0,Undergrad,0
63,32,1,1.9,100,NO,0,Grad,0
42,64,3,0.5,247,NO,0,Professional,0
34,81,4,3.4,0,YES,0,Undergrad,0
40,28,4,1.5,0,NO,1,Professional,0
34,93,1,0,0,YES,0,Undergrad,0
41,185,1,3.6,0,NO,0,Grad,1
32,42,1,1.8,0,NO,0,Grad,0
28,45,2,1.6,0,YES,1,Professional,0
33,49,2,1.67,214,NO,0,Grad,0
46,69,3,2.1,0,NO,0,Undergrad,0
52,94,1,2.8,333,YES,0,Grad,0
60,18,1,1.5,0,YES,1,Grad,0
59,8,4,0.7,91,NO,0,Undergrad,0
57,55,4,2.1,108,YES,0,Undergrad,0
46,85,2,0.4,0,NO,0,Professional,0
25,62,4,0,229,YES,0,Undergrad,0
53,65,4,2,0,YES,0,Professional,0
38,138,2,0,0,YES,0,Undergrad,0
63,103,1,2.5,0,YES,0,Undergrad,0
44,99,3,3.5,357,NO,0,Professional,1
50,152,1,7.3,0,YES,0,Undergrad,0
28,25,2,0.9,140,YES,0,Professional,0
27,98,2,2.5,361,YES,1,Undergrad,0
52,39,2,0.7,166,YES,0,Grad,0
50,40,1,1.3,0,YES,1,Grad,0
39,58,3,2.1,169,YES,0,Undergrad,0
50,192,2,1.8,301,YES,1,Professional,1
60,62,1,0.8,0,NO,0,Grad,0
30,69,1,0.8,0,YES,0,Grad,0
31,40,4,1.3,170,NO,0,Professional,0
39,61,2,0.6,127,NO,0,Professional,0
29,30,4,0.3,157,NO,0,Grad,0
54,29,1,1.5,97,YES,0,Grad,0
35,41,2,1,0,YES,1,Grad,0
27,118,1,3.3,0,YES,0,Grad,1
45,109,1,7,366,YES,0,Undergrad,0
58,122,4,0.2,0,YES,0,Grad,1
62,50,3,1.5,169,YES,0,Undergrad,0
28,43,3,0.1,0,YES,0,Grad,0
32,108,1,4.6,0,NO,0,Undergrad,0
29,110,4,2.5,0,NO,0,Professional,1
41,20,1,1.4,0,YES,0,Professional,0
61,112,4,1.7,0,NO,1,Professional,0
56,25,1,0.1,136,YES,0,Grad,0
37,42,3,0.7,0,YES,1,Grad,0
60,29,2,0.3,0,YES,0,Undergrad,0
49,84,3,2.1,134,YES,0,Undergrad,0
43,81,4,2.6,0,YES,0,Professional,0
53,55,4,0.9,119,YES,1,Undergrad,0
35,40,1,2.4,0,YES,0,Grad,0
56,145,4,5.7,0,YES,1,Grad,1
41,175,2,1.1,0,YES,0,Professional,1
36,78,4,1.8,163,NO,0,Professional,0
56,51,4,1.5,0,NO,0,Undergrad,0
64,50,4,1.67,0,YES,0,Professional,0
51,21,3,0.4,0,YES,0,Undergrad,0
49,79,1,0.2,83,YES,1,Grad,0
43,84,1,4,0,NO,0,Professional,0
51,34,4,0.4,0,NO,0,Grad,0
55,73,4,1.6,0,NO,0,Grad,0
62,90,3,0.5,0,YES,0,Undergrad,0
35,23,4,0.2,0,YES,0,Professional,0
53,145,2,6.1,294,YES,1,Professional,1
33,54,4,0.2,141,NO,0,Undergrad,0
43,49,3,2.2,103,YES,1,Grad,0
58,51,1,2.8,0,YES,0,Grad,0
63,8,4,0.6,0,YES,0,Grad,0
31,62,1,1,0,YES,0,Undergrad,0
36,25,1,0.67,0,YES,0,Professional,0
30,63,2,1.75,0,YES,0,Professional,0
59,24,2,0.2,86,YES,0,Professional,0
28,11,1,0.1,0,YES,1,Grad,0
59,23,1,0.1,0,NO,1,Undergrad,0
47,33,1,1.4,0,YES,0,Professional,0
47,83,1,3.8,97,NO,0,Undergrad,1
56,39,3,1.4,131,NO,1,Undergrad,0
41,138,3,6.9,0,YES,0,Grad,1
25,113,3,2.5,0,NO,1,Undergrad,0
30,125,4,0.5,0,YES,0,Professional,1
50,195,1,1.7,0,NO,0,Undergrad,0
34,105,3,1.2,0,NO,0,Professional,0
44,75,2,3.5,0,YES,0,Undergrad,1
36,40,2,1,0,YES,0,Grad,0
39,61,3,0.5,137,YES,0,Professional,0
54,75,2,4.5,0,NO,0,Professional,0
33,122,1,0,0,YES,1,Undergrad,0
39,75,3,3,0,NO,1,Undergrad,0
41,59,4,0.2,0,NO,0,Professional,0
40,24,3,1,0,YES,0,Grad,0
29,175,3,3.3,329,YES,0,Professional,1
51,39,2,0.8,182,NO,1,Undergrad,0
54,145,2,6.8,0,NO,0,Undergrad,0
47,24,4,0.4,142,YES,0,Grad,0
53,20,3,0.1,0,NO,0,Grad,0
30,85,1,2.6,0,YES,0,Grad,0
28,65,3,2.6,0,NO,0,Professional,0
60,191,4,5.6,0,NO,0,Professional,1
51,11,2,0,0,NO,0,Undergrad,0
63,40,2,1,167,NO,0,Professional,0
38,54,3,0.7,196,NO,0,Grad,0
59,95,1,3.8,0,YES,1,Undergrad,0
53,94,4,1,0,YES,0,Grad,0
31,79,4,2.2,0,NO,0,Grad,0
41,48,3,0.3,0,YES,1,Professional,0
25,70,4,2.6,0,YES,0,Undergrad,0
27,40,3,0.1,111,YES,0,Grad,0
50,44,4,1.8,0,YES,1,Undergrad,0
50,43,1,1.4,137,YES,0,Professional,0
43,29,1,0.3,0,YES,0,Professional,0
50,188,3,1.3,184,NO,1,Undergrad,1
46,114,1,0,0,YES,1,Undergrad,0
30,52,3,0.7,0,YES,0,Grad,0
42,13,1,0.2,0,YES,0,Undergrad,0
42,95,3,0.5,0,NO,0,Professional,0
29,84,1,2.9,0,YES,0,Professional,0
38,49,1,1.8,0,NO,0,Undergrad,0
51,181,1,1.7,0,YES,1,Undergrad,0
35,182,1,0.3,229,YES,1,Grad,1
37,70,2,2.7,0,NO,0,Undergrad,0
47,79,3,1.1,185,YES,1,Undergrad,0
55,61,4,2.8,0,YES,1,Grad,0
65,121,2,2.1,0,YES,0,Undergrad,0
58,34,3,0.2,83,YES,0,Undergrad,0
54,183,1,1,442,NO,0,Undergrad,0
52,51,1,1.6,0,NO,1,Professional,0
28,70,3,0.3,0,NO,1,Professional,0
32,39,1,1.7,0,YES,1,Undergrad,0
51,84,3,2,0,NO,0,Grad,0
43,122,1,7,0,YES,1,Undergrad,0
42,145,1,1.7,132,YES,1,Undergrad,0
42,98,2,0.4,0,YES,1,Undergrad,0
41,79,1,1,233,YES,0,Professional,0
34,38,2,2,0,YES,1,Professional,0
30,49,3,0.7,196,NO,1,Grad,0
32,38,1,1,0,YES,0,Undergrad,0
46,91,4,2.6,0,NO,0,Professional,0
38,29,4,0.2,0,NO,1,Undergrad,0
37,172,2,6.5,0,NO,0,Undergrad,0
32,104,2,3.7,0,NO,1,Undergrad,1
35,58,1,2.5,0,YES,1,Undergrad,0
30,171,2,1.9,0,NO,0,Grad,1
30,73,3,3.3,0,YES,1,Undergrad,1
58,191,1,2.9,0,NO,0,Undergrad,0
57,90,2,4.5,0,YES,0,Professional,0
34,55,3,2.3,0,YES,1,Undergrad,0
31,28,1,2,0,NO,0,Grad,0
39,42,1,2.5,0,YES,0,Professional,0
57,9,1,0.1,91,YES,0,Grad,0
47,65,1,1.5,0,YES,0,Grad,0
51,134,4,4.5,0,YES,0,Professional,1
30,83,4,3.4,0,YES,0,Undergrad,0
55,38,3,1,0,YES,0,Grad,0
32,13,4,0.3,0,YES,1,Undergrad,0
32,143,3,2.9,0,YES,0,Professional,1
44,75,4,1.9,0,NO,0,Undergrad,0
33,120,1,3.2,0,YES,0,Professional,1
49,91,1,2.8,0,NO,0,Grad,0
32,99,2,1.5,0,NO,1,Professional,0
31,71,1,0.1,78,NO,0,Undergrad,0
37,111,1,0.8,0,NO,0,Grad,0
41,108,1,5.2,0,NO,0,Undergrad,0
56,158,1,7.4,0,NO,0,Undergrad,0
55,81,3,2.67,0,YES,0,Undergrad,0
49,12,2,0.1,0,YES,0,Professional,0
63,21,2,0.4,0,YES,0,Undergrad,0
55,55,4,0.9,215,YES,1,Undergrad,0
59,42,1,1.8,0,YES,0,Professional,0
41,81,2,0.4,0,NO,1,Undergrad,0
49,13,4,0.2,87,NO,0,Undergrad,0
48,132,1,0.6,157,NO,0,Undergrad,0
41,99,1,1,0,YES,0,Professional,0
50,23,4,0.2,0,NO,1,Undergrad,0
28,40,1,2,0,YES,0,Grad,0
36,181,3,1.4,0,NO,0,Undergrad,1
38,112,2,2.2,394,NO,0,Undergrad,0
34,138,2,7.8,227,YES,0,Undergrad,0
41,94,3,3.8,327,YES,0,Grad,1
43,113,1,1.7,0,NO,0,Undergrad,0
30,112,4,5,0,NO,1,Grad,1
37,190,2,3,475,YES,0,Undergrad,0
62,38,1,1.1,0,YES,0,Professional,0
40,32,1,1.4,158,YES,0,Professional,0
35,104,3,0.6,0,NO,1,Grad,0
64,43,1,1.9,0,YES,0,Grad,0
49,45,3,1.7,0,YES,0,Grad,0
24,35,2,1.7,0,NO,0,Grad,0
36,42,4,1.2,0,YES,1,Grad,0
29,58,1,0.8,0,YES,1,Grad,0
29,103,4,3.4,0,YES,0,Undergrad,1
28,71,1,3.3,149,YES,0,Grad,1
33,14,1,0.4,98,YES,0,Grad,0
36,98,3,1.2,0,NO,1,Professional,0
42,90,1,0.1,0,NO,1,Grad,0
25,65,4,0.2,0,NO,0,Undergrad,0
28,19,4,0.4,0,YES,1,Undergrad,0
